"","portname","code","latitude","longitude","iso3"
"465","Tartous","SYTTS",34.90933,35.87337,NA
"466","Kabara",NA,16.70479,-2.98521,"MLI"
"467","Mopti",NA,14.49752,-4.20005,"MLI"
"468","Toliara","MGTLE",-23.37752,43.66442,NA
"469","Toamasina","MGTMM",-18.15439,49.42657,NA
"470","Beirut",NA,33.90151,35.51784,"LBN"
"471","Koulikoro",NA,12.85769,-7.55752,"MLI"
"472","Adok",NA,8.18492,30.32083,"SSD"
"473","Bentiu",NA,9.29067,29.80528,"SSD"
"474","Bor",NA,6.20396,31.55338,"SSD"
"475","Juba",NA,4.8306,31.61432,"SSD"
"476","Malakal",NA,9.52636,31.65087,"SSD"
"477","Aqaba","JOAQJ",29.51308,34.99603,NA
"478","Wema",NA,-0.47905,21.63578,"COD"
"479","Ibembo",NA,2.64323,23.61932,"COD"
"480","Muntu",NA,-2.90274,18.45503,"COD"
"481","Botende",NA,-1.85787,22.7951,"COD"
"482","Kimbe","PGKIM",-5.5496,150.14768,NA
"483","Aitape","PGATP",-3.14373,142.35152,"PNG"
"484","Mombasa","KEMBA",-4.05997,39.64962,NA
"485","Zeytinburnu","TRZEY",40.98118,28.8942,NA
"486","Les Cayes","HTACA",18.1903,-73.74866,"HTI"
"487","Milwaukee","USMKE",43.01863,-87.8977,"USA"
"488","Port Washington","USPWA",43.38835,-87.86688,"USA"
"489","Oswego","USOSW",43.46273,-76.51721,"USA"
"490","Crescent City","USCEC",41.7469,-124.18245,"USA"
"491","Bucksport","USBUP",44.57407,-68.80072,"USA"
"492","Carmanville","CACMV",49.40497,-54.28426,NA
"493","Squamish","CASQA",49.68616,-123.17109,NA
"494","Unalaska","USUAA",53.87115,-166.55334,NA
"495","Dutch Harbor","USDUT",53.89044,-166.53674,"USA"
"496","Atreco","USATR",29.98027,-93.88166,"USA"
"497","Lake Charles","USLCH",30.21029,-93.2529,"USA"
"498","Plaquemine","USPLQ",30.28319,-91.2235,"USA"
"499","Wilmington","USILM",34.24448,-77.95081,"USA"
"500","Coos Bay","USCOB",43.36046,-124.20106,"USA"
"501","Montreal","CAMTR",45.50598,-73.55447,"CAN"
"502","Sydney","CASYD",46.14201,-60.19996,"CAN"
"503","Newcastle","CANCT",46.99999,-65.56252,"CAN"
"504","Long Harbour","CALOH",47.42381,-53.81836,"CAN"
"505","Brunswick","USSSI",31.13101,-81.49228,"USA"
"506","Annapolis","USANP",38.98252,-76.48021,NA
"507","Liverpool","CALIV",44.04121,-64.71436,"CAN"
"508","Brockville","CABCK",44.58558,-75.68675,NA
"509","Bangor","USBGR",44.7809,-68.78089,"USA"
"510","Becancour","CABEC",46.40246,-72.38054,NA
"511","Silverdale","USSIF",47.64433,-122.6953,"USA"
"512","Cowichan Bay","CACCB",48.76042,-123.63869,NA
"513","Lewisporte","CALWP",49.24695,-55.05328,NA
"514","Campbell River","CACAM",50.0273,-125.24202,"CAN"
"515","Port Angeles","USCLM",48.13011,-123.46101,NA
"516","Lamlash","GBLAH",55.53555,-5.12597,"GBR"
"517","Burntisland","GBBTL",56.05717,-3.23194,"GBR"
"518","Fomboni","KMFOU",-12.29011,43.75327,"COM"
"519","Portrush","GBPTR",55.20727,-6.65835,"GBR"
"520","Patmos","GRPMS",37.32355,26.54462,"GRC"
"521","Chioggia","ITCHI",45.2245,12.27653,NA
"522","Trieste","ITTRS",45.64804,13.76334,"ITA"
"523","Puttgarden","DEPUT",54.50216,11.22509,"DEU"
"524","Sassnitz","DESAS",54.5152,13.64985,NA
"525","Conneaut","USCDY",41.96911,-80.55082,NA
"526","Windsor","CAWND",42.30511,-83.07667,"USA"
"527","Wrightsville","USXOG",34.21484,-77.78957,NA
"528","Lewes","USLWP",38.78215,-75.11968,NA
"529","Tenes","DZTEN",36.52146,1.31884,"DZA"
"530","Horten","NOHOR",59.4148,10.49314,"NOR"
"531","Slemmestad","NOSLM",59.7818,10.49802,"NOR"
"532","Svano","SESVX",62.89587,17.86503,"SWE"
"533","Kristiansund","NOKSU",63.11498,7.73397,"NOR"
"534","Dapa",NA,9.75569,126.05316,NA
"535","Ellesmere Port","GBELL",53.29667,-2.90789,"GBR"
"536","Immingham","GBIMM",53.62562,-0.18992,"GBR"
"537","Solin","HRSLN",43.53884,16.46507,"HRV"
"538","Pauillac","FRPAP",45.19839,-0.74537,"FRA"
"539","Braila","ROBRA",45.2824,27.98468,"ROU"
"540","Bakar","HRBAK",45.30216,14.53705,"HRV"
"541","Rochefort","FRRCO",45.93618,-0.95605,"FRA"
"542","Shengjin","ALSHG",41.81386,19.58879,"ALB"
"543","Rye","GBRYE",50.94917,0.73703,"GBR"
"544","Calais","FRCQF",50.96679,1.86574,"FRA"
"545","Tilbury","GBTIL",51.45729,0.3522,"GBR"
"546","Rochford","GBRFD",51.57951,0.72344,"GBR"
"547","Maldon","GBMAL",51.73103,0.6865,"GBR"
"548","Tarbert","GBTAB",52.5875,-9.37338,"IRL"
"549","Bremen","DEBRE",53.09549,8.76428,"DEU"
"550","Runcorn","GBRUN",53.33978,-2.74926,"GBR"
"551","Khanom","THKHA",9.20918,99.8803,"THA"
"552","El Jadida","MAELJ",33.25902,-8.50211,"MAR"
"553","Kitakyushu","JPTBT",33.91762,130.84722,"JPN"
"554","Collo","DZCOL",37.00585,6.57063,NA
"555","Bizerte","TNBIZ",37.27439,9.87852,NA
"556","Safi","MASFI",32.30577,-9.24486,NA
"557","Porto Amboim","AOPBN",-10.75145,13.7367,"AGO"
"558","Songkhla","THSGZ",7.2269,100.56839,"THA"
"559","Hirao","JPHRA",33.90939,132.05864,"JPN"
"560","Tonda","JPTND",34.05621,131.76597,"JPN"
"561","Kainan","JPKAI",34.15601,135.19246,"JPN"
"562","Naruto","JPNRU",34.14768,134.61553,"JPN"
"563","Caleta Olivia","ARCVI",-46.47079,-67.4988,"ARG"
"564","Nelson","NZNSN",-41.26191,173.27736,"NZL"
"565","Albany","AUALH",-35.02993,117.88819,"AUS"
"566","Fortaleza","BRFOR",-3.71125,-38.47379,"BRA"
"567","Bintulu","MYBTU",3.16872,113.04342,"MYS"
"568","Bais","PHBAI",9.59447,123.14314,"PHL"
"569","Sanya","CNSYX",18.23103,109.4935,"CHN"
"570","Shuidong","CNSDG",21.48051,111.0627,"CHN"
"571","Hong Kong","HKHKG",22.30198,114.16482,"HKG"
"572","Shantou","CNSWA",23.3518,116.73699,"CHN"
"573","Nishihara","JPNHR",26.2273,127.78651,"JPN"
"574","Shimabara","JPSMB",32.77916,130.38003,"JPN"
"575","Kanda","JPKND",33.77352,131.00673,"JPN"
"576","Tateyama","JPTTY",34.98865,139.854,"JPN"
"577","Tsuiyama","JPTYM",35.64482,134.82683,"JPN"
"578","Erdek","TRERK",40.39613,27.79244,NA
"579","Hakodate","JPHKD",41.76984,140.71147,"JPN"
"580","Novorossiysk","RUNVS",44.73042,37.77906,"RUS"
"581","Strahan","AUSRN",-42.15396,145.32792,"AUS"
"582","Picton","NZPCN",-41.28537,174.00483,"NZL"
"583","Bell Bay","AUBEL",-41.13518,146.85943,"AUS"
"584","Bahia Blanca","ARBHI",-38.78797,-62.27291,"ARG"
"585","Wallaroo","AUWAL",-33.92361,137.62835,"AUS"
"586","Yamba","AUYBA",-29.43601,153.35728,"AUS"
"587","Gladstone","AUGLT",-23.83063,151.23988,"AUS"
"588","Papeete","PFPPT",-17.53532,-149.56887,"PYF"
"589","Bislig","PHBPH",8.19006,126.35562,"PHL"
"590","Huangpu","CNHUA",23.09566,113.43781,"CHN"
"591","Shibushi","JPSBS",31.46344,131.09707,"JPN"
"592","Usuki","JPUSK",33.1248,131.81113,"JPN"
"593","Tomakomai","JPTMK",42.63822,141.63626,"JPN"
"594","Haikou","CNHAK",20.02025,110.28296,"CHN"
"595","Nakhodka","RUNJK",42.80684,132.88524,"RUS"
"596","Bowen","AUZBO",-20.01751,148.24799,"AUS"
"597","Cairns","AUCNS",-16.9312,145.77892,"AUS"
"598","Kudat","MYKUD",6.8811,116.84749,"MYS"
"599","Araya","VEARA",10.57642,-64.26399,"VEN"
"600","Beypore","INBEY",11.16603,75.80719,"IND"
"601","Mundra","INMUN",22.74313,69.69478,"IND"
"602","Gasan","PHGAS",13.32811,121.84354,"PHL"
"603","Tabaco","PHTBC",13.36124,123.73506,NA
"604","Tanabe","JPTAE",33.7316,135.36668,"JPN"
"605","Hikari","JPHKR",33.95791,131.92543,"JPN"
"606","Onoda","JPOND",33.97586,131.17123,"JPN"
"607","Qingdao","CNTAO",36.05714,120.32468,"CHN"
"608","Weihai","CNWEI",37.50551,122.12058,"CHN"
"609","Onagawa","JPONG",38.44568,141.45311,"JPN"
"610","Vladivostok","RUVVO",43.11245,131.88321,"RUS"
"611","Tuapse","RUTUA",44.09488,39.06453,"RUS"
"612","Parnu","EEPAR",58.38599,24.48093,"EST"
"613","Hanko","FIHKO",59.82253,22.94924,"FIN"
"614","Kantvik","FIKNT",60.08686,24.38142,"FIN"
"615","Pechenga","RUPCE",69.63999,31.35741,"RUS"
"616","Pevek","RUPWE",69.69783,170.2997,"RUS"
"617","Lirquen","CLLQN",-36.71417,-72.98322,"CHL"
"618","Puerto Carreno","COPCR",6.18393,-67.47408,"COL"
"619","Sint Nicolaas","AWSNL",12.42711,-69.90302,"ABW"
"620","Hamilton","BMBDA",32.29105,-64.78655,NA
"621","Puerto Deseado","ARPUD",-47.75347,-65.91264,"ARG"
"622","San Antonio","CLSAI",-33.59777,-71.61743,"CHL"
"623","Oranjestad","AWORJ",12.51912,-70.03845,NA
"624","La Guaira","VELAG",10.59814,-66.94142,NA
"625","Tampico","MXTAM",22.21337,-97.86337,"MEX"
"626","Iquitos","PEIQT",-3.73096,-73.23963,"PER"
"627","Puerto Castilla","HNPCA",16.00621,-85.96904,"HND"
"628","Corinto","NICIO",12.48084,-87.16871,"NIC"
"629","Matarani","PEMRI",-17.00167,-72.10884,NA
"630","Chetumal","MXCTM",18.49295,-88.29911,"MEX"
"631","Ras Tanura","SARTA",26.64235,50.1585,"SAU"
"632","Derince","TRDRC",40.74981,29.83019,NA
"633","Samsun","TRSSX",41.30185,36.33565,"TUR"
"634","Caldera","CLCLD",-27.06112,-70.83274,"CHL"
"635","Golfito","CRGLF",8.63716,-83.16787,"CRI"
"636","Fatsa","TRFAS",41.04402,37.48562,"TUR"
"637","Cesme","TRCES",38.32184,26.29818,"TUR"
"638","Vacamonte","PAVAC",8.86448,-79.67203,"PAN"
"639","Parana","ARPRA",-31.71916,-60.52166,"ARG"
"640","Ibicuy","ARIBY",-33.74137,-59.17411,"ARG"
"641","Caripito","VECAR",10.12887,-63.09018,"VEN"
"642","Androka","MGADK",-25.00382,44.12242,"MDG"
"643","Arecibo","PRARE",18.48132,-66.7009,"PRI"
"644","Paraiso","PAPAI",9.0253,-79.621,"PAN"
"645","Las Mareas","PRLAM",17.93794,-66.1563,"PRI"
"646","Aliaga","TRALI",38.80293,26.96204,"TUR"
"647","Takoradi","GHTKD",4.88503,-1.749,"GHA"
"648","Gelibolu","TRGEL",40.4062,26.67013,NA
"649","Pepel","SLPEP",8.57546,-13.05908,"SLE"
"650","Winneba","GHWEA",5.33772,-0.61809,NA
"651","Warrenpoint","GBWPT",54.10303,-6.26438,"GBR"
"652","Kappeln","DEKAP",54.65652,9.93535,"DEU"
"653","Wladyslawowo","PLWLA",54.79498,18.41342,"POL"
"654","Bandholm","DKBDX",54.83641,11.49047,"DNK"
"655","Kalundborg","DKKAL",55.67512,11.09898,"DNK"
"656","Kilchoan","GBKOA",56.69176,-6.09707,"GBR"
"657","Falkenberg","SEFAG",56.89034,12.47979,"SWE"
"658","Aalborg","DKAAL",57.04611,9.93831,"DNK"
"659","Mariestad","SEMAD",58.71676,13.81963,"SWE"
"660","Kristinehamn","SEKHN",59.31509,14.08976,"SWE"
"661","Skelleftehamn","SESKE",64.68635,21.25083,"SWE"
"662","Gavle","SEGVX",60.68715,17.15724,"SWE"
"663","Saint-Marc",NA,19.10953,-72.70217,NA
"664","Panarukan","IDPRN",-7.6976,113.93394,"IDN"
"665","Merauke","IDMKQ",-8.47877,140.39086,NA
"666","Kasim","IDKAS",-1.30664,131.02837,"IDN"
"667","Mamuju","IDMJU",-2.66758,118.8942,NA
"668","Pantoloan","IDPTL",-0.70932,119.85742,"IDN"
"669","Cardenas","CUCAR",23.04682,-81.19493,"CUB"
"670","Ceiba Hueca","CUCEI",20.22414,-77.32557,"CUB"
"671","Puerto Cabezas","NIPUZ",14.02004,-83.38501,"NIC"
"672","Chekka",NA,34.32698,35.72336,NA
"673","El Qalamoun",NA,34.38993,35.78766,"LBN"
"674","Port Stanley","CAPST",42.6613,-81.21262,"CAN"
"675","Beppu",NA,33.30222,131.50361,"JPN"
"676","Charleston","USCHS",32.79076,-79.92627,"USA"
"677","Oceanside","USXJX",33.19456,-117.38386,"USA"
"678","Huntington Beach","USHTD",33.65665,-118.0024,"USA"
"679","Kenosha","USENW",42.5836,-87.81386,"USA"
"680","New Orleans",NA,29.94223,-90.06162,"USA"
"681","Dunkirk",NA,42.4883,-79.33511,"USA"
"682","Balanacan",NA,13.5333,121.8657,NA
"683","Kake","USKAE",56.96261,-133.92226,NA
"684","Cape Town","ZACPT",-33.91804,18.45586,"ZAF"
"685","Avondale","USAVD",29.92579,-90.18665,"USA"
"686","Rimouski","CARIM",48.47677,-68.51287,"CAN"
"687","Hilo","USITO",19.73037,-155.05365,"USA"
"688","Melilla","ESMLN",35.2938,-2.93422,NA
"689","Harbour Grace","CAHRE",47.6908,-53.21924,NA
"690","Santa Cruz",NA,13.50508,122.04818,"PHL"
"691","Lisala",NA,2.14183,21.51992,"COD"
"692","El Aabde",NA,34.51918,35.97785,"LBN"
"693","Mutarara",NA,-17.44142,35.06727,"MOZ"
"694","Bagnoli","ITBLN",40.80941,14.16965,"ITA"
"695","Gijon","ESGIJ",43.55034,-5.6929,"ESP"
"696","Constanta","ROCND",44.16453,28.6419,"ROU"
"697","Vallvik","SEVAL",61.19035,17.17351,"SWE"
"698","Essaouira",NA,31.51004,-9.77356,"MAR"
"699","Sandnessjoen","NOSSJ",66.02528,12.63441,"NOR"
"700","Skjervoy","NOSKY",70.02859,20.97476,"NOR"
"701","Termoli","ITTMI",42.00081,14.99872,NA
"702","Santander","ESSDR",43.46274,-3.79649,"ESP"
"703","Kabala",NA,-8.00259,26.84851,"COD"
"704","Hennebont","FRHET",47.80298,-3.27754,"FRA"
"705","Mayamba",NA,-6.47391,16.73467,"COD"
"706","Portici","ITPTC",40.84361,14.26006,"ITA"
"707","Bari","ITBRI",41.13093,16.8501,NA
"708","Macabi",NA,20.90401,-75.72809,"CUB"
"709","Harlingen","NLHAR",53.18368,5.42629,"NLD"
"710","Tshimbane",NA,-4.0089,18.16121,"COD"
"711","Honsater","SEHON",58.63536,13.44097,"SWE"
"712","Ristiina","FIRIS",61.50152,27.26374,"FIN"
"713","Kuopio","FIKUO",62.87669,27.67483,"FIN"
"714","Chola",NA,-17.37891,35.00592,"MOZ"
"715","Chemba",NA,-17.17097,34.89773,"MOZ"
"716","Fond Mombin","HTFOM",18.71136,-72.38863,NA
"717","Bourem",NA,16.95239,-0.35455,"MLI"
"718","Bamba",NA,17.032,-1.40411,"MLI"
"719","Maintirano","MGMXT",-18.06202,44.0181,"MDG"
"720","Borongan","PHBGV",11.60648,125.43989,"PHL"
"721","Aroroy",NA,12.51315,123.39758,"PHL"
"722","Kaukauna","USKAU",44.27755,-88.26452,"USA"
"723","Palembang","IDPLM",-2.98041,104.77893,"IDN"
"724","Pasni","PKPSI",25.26329,63.47646,"PAK"
"725","Kialo",NA,-6.29605,26.92444,"COD"
"726","Ipaka",NA,-4.97708,17.51169,"COD"
"727","Chatham","CACTM",47.02933,-65.47225,"CAN"
"728","Fort Liberte","HTFLI",19.66192,-71.82623,NA
"729","Blind River","CABLR",46.18043,-82.96469,"CAN"
"730","Harrisville","USHVW",44.65878,-83.28734,"USA"
"731","Makelele",NA,-1.75511,29.03895,"COD"
"732","Bialla","PGBAA",-5.30908,151.00902,"PNG"
"733","Vanimo","PGVAI",-2.6783,141.29612,NA
"734","Jeremie","HTJEE",18.64294,-74.11205,"HTI"
"735","Oakville","CAOAK",43.44066,-79.66886,"CAN"
"736","Revere","USRVR",42.39857,-71.00907,"USA"
"737","Eastport","USEPM",44.90667,-66.98454,NA
"738","Dingwall","CADWL",46.90291,-60.46144,"CAN"
"739","Good Hope","USGDH",29.9902,-90.40055,"USA"
"740","Port Wentworth","USPWN",32.14428,-81.14339,"USA"
"741","Bridgeport","USBDR",41.17088,-73.18258,NA
"742","Arichat","CAARI",45.51042,-61.01811,"CAN"
"743","Vancouver","USBCC",45.64387,-122.72148,"USA"
"744","Astoria","USAST",46.18569,-123.86155,"USA"
"745","Catalina","CACAT",48.51538,-53.07647,NA
"746","Crofton","CACRO",48.86554,-123.64039,"CAN"
"747","Port Sulphur","USSUL",29.47127,-89.69846,"USA"
"748","Antioch","USANZ",38.01856,-121.81986,"USA"
"749","Marion","USMZZ",41.70424,-70.76122,NA
"750","Yarmouth","CAYQI",43.83333,-66.12236,"CAN"
"751","Morristown","USMJG",44.59051,-75.65098,"USA"
"752","Zeballos","CAZEB",49.97875,-126.84496,"CAN"
"753","Ketchikan","USKTN",55.3543,-131.69083,"USA"
"754","Edmonds","USEOW",47.81171,-122.38158,"USA"
"755","Orehoved","DKORE",54.95631,11.85116,"DNK"
"756","Vordingborg","DKVOR",54.99455,11.88504,"DNK"
"757","Limhamn","SELIM",55.58977,12.92768,"SWE"
"758","Ayr","GBAYR",55.46915,-4.63817,"GBR"
"759","Kalamaki","GRKLM",37.91789,23.01012,"GRC"
"760","Vieste","ITVIE",41.88541,16.17253,"ITA"
"761","Senj","HRSEN",44.98997,14.90051,"HRV"
"762","La Pallice","FRLPE",46.16014,-1.21809,"FRA"
"763","Langesund","NOLAD",59.00354,9.74891,"NOR"
"764","Paskallavik","SEPAS",57.16234,16.46489,"SWE"
"765","Gary","USGYY",41.66337,-87.42196,"USA"
"766","Amherstburg","CAAMH",42.09686,-83.11307,NA
"767","Benicia","USBNC",38.04441,-122.14066,"USA"
"768","Fort Bragg","USFOB",39.42454,-123.80371,"USA"
"769","New Haven","USHVN",41.2932,-72.9035,"USA"
"770","Mossel Bay","ZAMZY",-34.17984,22.14968,"ZAF"
"771","Kilwa Kivinje","TZKIK",-8.74605,39.41382,NA
"772","Maizuru","JPMAI",35.4531,135.31291,"JPN"
"773","Kayts","LKKAY",9.7023,79.86324,"LKA"
"774","Encarnacion","PYENO",-27.32011,-55.86762,"PRY"
"775","Ciudad Bolivar","VECBL",8.14395,-63.55457,"VEN"
"776","Nesseby","NONSB",70.14803,28.87949,"NOR"
"777","Appledore","GBAPP",51.05204,-4.19793,"GBR"
"778","Ramsgate","GBRMG",51.32987,1.40864,"GBR"
"779","Padstow","GBPAD",50.54109,-4.93756,"GBR"
"780","Hamble","GBHAM",50.81578,-1.31604,"GBR"
"781","Maastricht","NLMST",50.88614,5.71641,"NLD"
"782","Bridgwater","GBBRW",51.16219,-2.98881,"GBR"
"783","Zeebrugge","BEZEE",51.33354,3.19069,"BEL"
"784","Newport","GBNPT",51.55837,-2.98625,"GBR"
"785","Emmerich","DEEMM",51.82956,6.25112,"DEU"
"786","Waterford","IEWAT",52.26116,-7.1061,"IRL"
"787","Tralee","IETRA",52.25869,-9.73572,"IRL"
"788","Elsfleth","DEELS",53.22822,8.46256,"DEU"
"789","Warrington","GBWRN",53.38636,-2.60581,"GBR"
"790","Gabes","TNGAE",33.91428,10.09693,"TUN"
"791","Rabat","MARBA",34.0303,-6.84224,"MAR"
"792","Mategata","JPMAG",34.10718,132.97115,"JPN"
"793","Miyaura","JPOMS",34.25051,132.99387,"JPN"
"794","Toba","JPTOB",34.48845,136.8437,"JPN"
"795","Mostaganem","DZMOS",35.93473,0.07992,"DZA"
"796","Dellys","DZDEL",36.91636,3.91685,NA
"797","Krabi","THKBV",8.04693,98.90876,"THA"
"798","Kure","JPKRE",34.24276,132.54362,"JPN"
"799","Santo Antonio","STSAA",1.6443,7.4214,"STP"
"800","Zamboanga","PHBLU",6.90241,122.07734,"PHL"
"801","Mati","PHMXI",6.95073,126.219,"PHL"
"802","Buna","PGBNA",-8.6715,148.41268,NA
"803","Bluff","NZBLU",-46.59832,168.34374,NA
"804","Kingscote","AUKGC",-35.65566,137.6387,"AUS"
"805","Broome","AUBME",-18.004,122.20754,"AUS"
"806","Ilheus","BRIOS",-14.7839,-39.0321,"BRA"
"807","Aracaju","BRAJU",-10.90783,-37.04809,"BRA"
"808","Taiohae","PFTAI",-8.92178,-140.0947,"PYF"
"809","Miri","MYMYY",4.38349,113.97317,"MYS"
"810","Bagan Luar","MYBWH",5.41034,100.37337,"MYS"
"811","Sandakan","MYSDK",5.83815,118.11667,"MYS"
"812","Anamur","TRANA",36.06969,32.86657,"TUR"
"813","Pampatar","VEPMP",10.97748,-63.81914,"VEN"
"814","Jimenez","PHJNZ",8.33247,123.85658,"PHL"
"815","Wenzhou","CNWNZ",27.96918,120.80708,"CHN"
"816","Hamada","JPHMD",34.88376,132.06322,"JPN"
"817","Edincik","TREDK",40.36566,27.86879,"TUR"
"818","Mangalia","ROMAG",43.80999,28.58539,"ROU"
"819","Rapid Bay","AURAB",-35.52642,138.19019,"AUS"
"820","Port Pirie","AUPPI",-33.17085,138.01269,"AUS"
"821","Port Augusta","AUPUG",-32.49392,137.76029,"AUS"
"822","Geraldton","AUGET",-28.77672,114.59219,"AUS"
"823","Aburatsu","JPABU",31.57224,131.40873,"JPN"
"824","Minamata","JPMIN",32.21901,130.39991,"JPN"
"825","Sasebo","JPSSB",33.16377,129.72268,"JPN"
"826","Karatsu","JPKAR",33.46868,129.95937,"JPN"
"827","Akkeshi","JPAKE",43.04502,144.84843,"JPN"
"828","Darwin","AUDRW",-12.46467,130.84742,"AUS"
"829","Tanjong Pagar","SGTPG",1.2674,103.84073,"SGP"
"830","Semporna","MYSMM",4.47823,118.6081,"MYS"
"831","Bandar Seri Begawan","BNBWN",4.87558,114.951,"BRN"
"832","Paranam","SRPRM",5.60895,-55.08756,"SUR"
"833","Bartica","GYGFO",6.3964,-58.62054,"GUY"
"834","Port Holland","PHPHD",6.54593,121.86911,"PHL"
"835","Quilon","INQUI",8.87821,76.58332,"IND"
"836","Tolong","PHTLG",9.36794,122.80113,"PHL"
"837","Coro","VECZE",11.45946,-69.57089,"VEN"
"838","Cuddalore","INCDL",11.71659,79.77497,"IND"
"839","Matsunaga","JPMNG",34.43983,133.2563,"JPN"
"840","Hibi","JPHIB",34.45187,133.92778,"JPN"
"841","Yokkaichi","JPYKK",34.95443,136.63247,"JPN"
"842","Ishinomaki","JPISM",38.41709,141.28636,"JPN"
"843","Dalian","CNDLC",38.93866,121.6025,"CHN"
"844","Belomorsk","RUBEM",64.52839,34.7845,"RUS"
"845","Pelotas","BRPET",-31.78186,-52.33336,"BRA"
"846","Puerto Ayacucho","VEPYH",5.69592,-67.61645,"VEN"
"847","Anqing","CNAQG",30.50505,117.02234,"CHN"
"848","Tongling","CNTOL",30.98313,117.77275,"CHN"
"849","Santos","BRSSZ",-23.96263,-46.29356,"BRA"
"850","Puerto Caldera","CRCAL",9.91275,-84.71524,NA
"851","Lazaro Cardenas","MXLZC",17.95308,-102.17372,"MEX"
"852","Manzanillo","MXZLO",19.053,-104.31505,"MEX"
"853","Mazatlan","MXMZT",23.18716,-106.42091,"MEX"
"854","Quequen","ARQQN",-38.57627,-58.70127,"ARG"
"855","Itajai","BRITJ",-26.91097,-48.655,"BRA"
"856","Antofagasta","CLANF",-23.6492,-70.40326,"CHL"
"857","Vitoria","BRVIX",-20.32233,-40.33729,NA
"858","Mahanoro","MGVVB",-19.89986,48.8008,"MDG"
"859","Cristobal","PACTB",9.33755,-79.90726,"PAN"
"860","Quemchi","CLQMC",-42.14249,-73.47714,"CHL"
"861","Cotabato","PHCBO",7.25253,124.2012,NA
"862","La Libertad","SVLLD",13.48703,-89.3193,"SLV"
"863","Finike","TRFIN",36.29548,30.14774,"TUR"
"864","Christiansted","VICTD",17.7475,-64.69746,"VIR"
"865","Nueva Palmira","UYNVP",-33.87046,-58.41582,"URY"
"866","Tocopilla","CLTOQ",-22.09614,-70.2089,"CHL"
"867","Carupano","VECUP",10.6742,-63.24283,"VEN"
"868","Coatzacoalcos","MXCOA",18.13229,-94.41634,"MEX"
"869","Mayaguez","PRMAZ",18.21608,-67.15729,NA
"870","Andros Town","BSASD",24.72414,-77.78554,"BHS"
"871","Nassau","BSNAS",25.07489,-77.32629,"BHS"
"872","Gorele","TRGOR",41.03658,39.00122,NA
"873","Campana","ARCMP",-34.15498,-58.95209,"ARG"
"874","Zarate","ARZAE",-34.11436,-58.98641,"ARG"
"875","Rosario","ARROS",-32.977,-60.61863,"ARG"
"876","Pekalongan","IDPEX",-6.85925,109.69192,"IDN"
"877","Luwuk","IDLUW",-0.9534,122.79624,NA
"878","Matanzas","CUQMA",23.0655,-81.54034,NA
"879","Diamante","ARDME",-32.05854,-60.6453,"ARG"
"880","Eccles","GBECS",53.47829,-2.33868,"GBR"
"881","Castro","CLWCA",-42.4808,-73.75895,"CHL"
"882","Arica","CLARI",-18.47636,-70.3223,"CHL"
"883","Doha","QADOH",25.2971,51.54923,NA
"884","Port Harcourt","NGPHC",4.77544,7.00264,"NGA"
"885","Buchanan","LRUCN",5.85867,-10.0501,NA
"886","Ziguinchor","SNZIG",12.58787,-16.2682,"SEN"
"887","Kpeme","TGKPE",6.2095,1.51489,"TGO"
"888","Jask","IRJAK",25.64535,57.76687,"IRN"
"889","Wilhelmshaven","DEWVN",53.5275,8.16336,NA
"890","Fleetwood","GBFLE",53.91786,-3.00947,"GBR"
"891","Iskenderun","TRISK",36.5935,36.18749,"TUR"
"892","Bangor","GBBNG",54.66468,-5.66821,"GBR"
"893","Gelting","DEGEL",54.75585,9.878,"DEU"
"894","Torekov","SETOV",56.42821,12.6318,"SWE"
"895","Coleraine","GBCLR",55.14429,-6.67533,"GBR"
"896","Sakskobing","DKSAX",54.80237,11.63648,"DNK"
"897","Horsens","DKHOR",55.85679,9.86,"DNK"
"898","Aberdeen","GBABD",57.14469,-2.08749,"GBR"
"899","Halden","NOHAL",59.11839,11.37106,"NOR"
"900","Fredrikstad","NOFRK",59.21062,10.9219,"NOR"
"901","Vanersborg","SEVAN",58.38356,12.3172,"SWE"
"902","Port Esquivel","JMPEV",17.89081,-77.13249,"JAM"
"903","Skogby","FISKB",59.91814,23.30967,"FIN"
"904","Hallstavik","SEHAK",60.06023,18.59772,"SWE"
"905","Rauma","FIRAU",61.12755,21.45818,"FIN"
"906","Hudiksvall","SEHUV",61.72441,17.11263,"SWE"
"907","Tornio","FITOR",65.85204,24.15261,"SWE"
"908","Batskarsnas","SEBAT",65.78675,23.42665,"SWE"
"909","Sete","FRSET",43.40707,3.70148,"FRA"
"910","Trollhattan","SETHN",58.29849,12.30472,"SWE"
"911","Batroun",NA,34.25713,35.65675,NA
"912","Tumaco","COTCO",1.81906,-78.73142,NA
"913","Kalianget","IDKAT",-7.04475,113.94658,"IDN"
"914","Bontang","IDBXT",0.08553,117.48763,NA
"915","Nouadhibou","MRNDB",20.91411,-17.0403,"MRT"
"916","Guayabal","CUGYB",20.68881,-77.61715,NA
"917","Casilda","CUCAS",21.75277,-79.98983,NA
"918","Ilo","PEILQ",-17.64997,-71.34957,NA
"919","Pisco","PEPIO",-13.70989,-76.21872,NA
"920","Daru","PGDAU",-9.06787,143.21051,"PNG"
"921","Port Credit","CAPCR",43.55165,-79.58368,"CAN"
"922","Belleville","CABLV",44.15532,-77.37747,"CAN"
"923","El Berbara",NA,34.19237,35.63294,NA
